CTLG_PROD_ID
802465
802499
802500
802523
802544
802620
802723
821275
821348
821378
821433
821449
822173
822179
822198
822439
822512
823687
824484
824489
824495
824498
824551
838912
1044111
3400327
3400332
3744840
3745120
3745127
3745205
3801013
3801079
3801080
3802121
3803135
3803136
3812151
5000450
5000618
5000624
5000626
5000648
5000658
5010699
5023614
5023661
5024910
5025074
5027138
5028128
5028134
5029137
5031744
5032956
5034023
5034471
5041058
5049945
5054441
5056485
5056536
5056537
5058369
5062570
5065054
5070692
5070696
5077452
5085240
5085716
5088623
5097807
5099933
5113884
5114859
5114879
5134147
5136911
5140420
5143386
5161095
5173411
5185029
5189917
5194699
5210710
5222448
5224513
5229834
5229899
5241401
5242339
5325834
5325898
5325901
5325914
5325919
5325920
5325935
5359201
5359206
5513381
5513452
5513928
5513986
5514011
5514137
5514704
6000136
6001887
6003287
6003421
6003785
6003914
6003930
6004171
6005561
6006612
6006830
6006837
6006841
6006854
6006893
6006979
6039267
6040252
6048589
6051593
6051640
6051802
6051850
6051884
6053182
6053185
6053307
6053308
6053472
6053473
6053505
6054116
6054117
6054118
6054119
6054140
6054600
6054807
6055012
6055022
6056177
6056181
6056275
6057489
6057789
6057812
6057813
6058018
6058193
6058514
6058515
6058516
6058525
6058526
6061028
6061636
6061818
6062111
6062278
6062283
6062286
6062288
6062298
6062301
6062308
6062313
6062316
6062317
6062319
6062321
6062323
6063068
6063145
6063250
6063251
6063907
6064141
6064142
6064143
6064155
6064156
6064157
6064213
6064216
6064233
6064234
6064543
6064544
6064554
6064555
6064562
6064649
6064650
6064756
6064900
6064902
6064903
6064910
6064928
6064930
6064932
6064933
6064942
6065447
6065448
6065449
6065468
6065469
6065470
6065472
6065665
6065670
6065673
6065795
6065890
6065942
6065996
6065997
6065998
6066227
6066935
6066938
6067406
6067770
6067771
6067772
6067852
6068229
6068230
6068452
6070527
6071127
6071155
6071527
6071530
6071536
6071537
6071601
6071605
6071667
6072190
6072196
6072233
6072235
6072241
6072247
6072317
6072330
6072679
6072933
6072945
6072946
6072947
6072948
6072986
6072987
6073142
6073146
6073147
6073152
6073153
6073154
6073155
6073156
6073160
6073162
6073164
6073166
6073168
6073904
6073952
6073953
6073986
6074290
6074296
6074299
6074300
6074302
6074303
6074304
6074328
6074688
6074857
6074861
6074867
6075189
6075217
6075218
6075307
6075874
6076292
6076304
6076318
6076831
6077512
6077528
6077562
6077860
6077861
6077876
6077882
6077883
6077884
6077885
6077909
6077910
6077911
6077919
6077922
6077933
6078015
6078037
6078510
6078511
6078512
6078513
6078514
6078515
6078516
6078517
6078518
6078528
6078529
6078534
6078535
6078536
6078538
6078539
6078540
6078546
6078547
6078626
6078627
6078639
6078648
6078663
6078664
6078680
6078919
6079182
6079183
6079303
6079305
6079317
6079326
6079353
6079356
6079445
6079649
6079650
6079818
6079819
6079833
6079837
6079838
6079883
6079893
6080530
6080537
6080711
6080998
6081647
6084026
6084027
6084029
6084030
6084032
6084034
6084054
6084056
6084112
6084186
6084194
6084206
6084208
6084212
6084222
6084230
6084231
6084232
6084233
6084255
6084256
6084264
6085394
6085395
6085396
6085398
6085399
6085400
6085434
6085444
6085450
6085462
6085464
6087028
6087030
6087032
6087034
6087035
6088967
6088998
6089026
6089041
6089408
6089410
6089420
6089433
6090080
6090082
6090094
6090095
6090096
6091061
6091065
6091068
6091398
6091400
6091401
6094865
6094867
6094869
6095749
6096153
6098033
6098035
6098058
6098085
6098086
6098091
6098101
6098106
6098110
6098136
6098137
6098144
6098147
6102019
6102030
6103201
6103202
6103208
6103214
6103220
6103221
6103236
6103237
6103238
6103239
6103240
6103281
6103282
6103283
6103287
6103290
6103307
6105194
6106601
6107976
6107994
6110095
6110098
6110114
6110140
6110144
6110170
6110200
6110201
6110218
6117697
6118136
6119434
6119468
6119585
6119632
6119832
6119835
6120048
6120049
6121018
6121020
6121069
6121070
6121295
6121296
6121297
6121298
6121648
6123678
6124556
6125024
6125038
6125039
6127512
6127557
6127568
6128686
6129242
6129822
6130387
6130390
6131430
6131443
6131848
6131853
6131854
6132183
6132525
6133123
6133769
6133770
6133771
6133772
6134094
6134756
6134757
6136176
6136178
6136179
6136399
6136401
6136547
6136548
6136682
6136892
6136893
6136899
6136900
6136902
6136903
6136908
6136909
6136910
6136911
6136913
6136917
6136918
6136920
6136925
6138531
6138538
6138539
6138705
6138711
6138713
6139908
6139912
6139914
6140851
6140852
6141038
6141046
6141047
6141064
6141065
6141068
6141069
6141076
6141077
6141079
6141080
6141082
6142013
6142184
6143475
6143807
6145378
6145388
6145389
6145405
6145409
6145411
6145413
6146893
6146972
6148401
6148402
6151471
6153428
6155133
6155149
6155150
6155151
6155155
6155156
6155157
6156353
6156360
6156363
6156364
6156369
6156370
6156371
6156372
6156494
6156495
6156496
6159491
6159495
6159502
6159504
6159505
6159507
6159641
6161051
6161052
6161958
6162284
6162296
6162297
6162300
6162301
6162514
6162515
6162516
6162814
6162905
6162906
6162911
6164433
6165812
6165823
6166155
6166165
6168368
6168491
6168501
6168516
6169627
6169636
6169772
6171117
6171450
6171451
6171459
6171460
6171569
6171584
6171585
6171588
6171865
6172242
6172243
6172244
6173251
6173262
6173263
6173265
6174035
6174076
6175004
6175014
6175365
6175379
6175380
6175387
6176091
6176092
6176093
6176095
6176096
6176097
6176098
6176147
6176149
6176258
6176430
6176804
6176806
6176820
6176821
6176873
6176874
6176875
6178134
6178137
6178139
6178141
6178142
6178143
6178145
6178369
6178379
6178383
6178506
6178508
6178552
6179848
6180969
6180976
6180978
6184105
6184106
6184491
6184616
6184624
6185041
6185155
6186736
6186754
6186755
6186756
6186757
6186760
6186762
6186902
6186903
6186904
6186905
6186906
6186907
6186908
6186966
6187811
6188788
6189662
6190002
6190008
6190010
6190011
6193703
6193704
6193706
6193902
6194071
6194073
6194074
6194075
6194076
6194079
6194081
6194082
6194150
6194151
6194152
6194244
6194250
6197408
6197409
6197416
6197429
6198476
6199991
6200320
6201679
6201681
6204825
6204827
6204828
6204830
6207572
6207754
6207755
6207756
6208476
6208482
6208485
6208491
6208503
6208521
6208527
6208619
6208896
6208962
6210231
6210232
6210238
6210248
6210321
6210322
6210399
6211693
6211694
6211698
6212402
6213576
6214086
6214088
6214090
6214297
6214299
6214517
6214520
6215148
6215149
6215150
6215206
6217302
6217303
6217589
6217629
6217774
6217803
6217959
6217985
6218137
6218140
6218178
6219037
6220562
6220563
6220577
6220579
6223993
6224096
6224790
6224982
6224983
6226233
6227206
6227728
6227729
6227730
6227734
6227736
6228697
6228702
6228703
6228704
6228705
6228706
6228707
6228720
6228721
6228723
6229645
6229718
6235065
6235083
6235084
6235085
6235087
6235089
6235090
6237018
6237528
6237530
6237535
6237539
6237553
6237617
6237706
6238356
6238393
6238396
6239414
6239417
6239418
6239421
6239888
6240112
6240113
6240126
6240128
6241686
6241769
6242867
6244239
6244240
6244241
6244248
6244262
6244263
6244264
6248202
6248203
6248204
6248205
6248461
6249329
6252186
6253543
6254396
6258265
6258352
6258363
6262642
6262652
6262653
6262782
6262784
6262785
6269707
6277606
6278461
